"customer_key","gender","name","city","state_code","state","zip_code","country","continent","birthday","first_purchase_date","last_purchase_date","lifetime_spend","total_orders","months_since_first_purchase"
1235343,Female,Millie McCurry,Corpus Christi,TX,Texas,"78476",United States,North America,1963-04-02,,,,,
1235559,Male,Luther Horton,Sedalia,MO,Missouri,"65301",United States,North America,1987-05-05,2017-10-14,2020-07-07,5069.24,3,40
1235636,Male,Vince Toney,Atlanta,GA,Georgia,"30303",United States,North America,1965-07-03,2018-12-19,2018-12-19,69.00,1,26
1235768,Female,Ruth Gaytan,Chicago,IL,Illinois,"60631",United States,North America,1987-02-11,2018-11-15,2018-11-15,16361.00,1,27
1237096,Female,Rosemary Cantu,Columbus,OH,Ohio,"43215",United States,North America,1966-02-06,2016-12-24,2018-12-26,2741.81,3,50
1237683,Male,Leroy Cloninger,Hampton,NH,New Hampshire,"3842",United States,North America,1989-09-16,2020-07-01,2020-07-01,13.76,1,7
1237959,Female,Cindy Moore,Murphy,NC,North Carolina,"28906",United States,North America,1956-02-07,2019-03-08,2019-03-08,7519.75,1,23
1238858,Male,William King,Globe,AZ,Arizona,"85501",United States,North America,1979-06-11,2019-08-28,2020-08-21,1831.96,2,18
1238868,Female,Kathryn Kennedy,Succasunna,NJ,New Jersey,"7876",United States,North America,1998-04-24,2018-06-08,2018-06-08,1415.91,1,32
1239387,Male,Michael Odom,Peoria,IL,Illinois,"61602",United States,North America,1941-03-03,2017-01-14,2021-01-09,11533.46,7,49
1239772,Female,Loretta Krajewski,Columbus,OH,Ohio,"43215",United States,North America,1976-06-18,2017-05-12,2017-05-12,2723.00,1,45
1239780,Female,Janet Weiss,Gast Glacier Park,MT,Montana,"59434",United States,North America,1966-02-27,2016-02-27,2019-11-20,8091.24,5,60
1240089,Male,Raymond Morrison,Columbia,SC,South Carolina,"29210",United States,North America,1953-11-27,,,,,
1240113,Male,Daniel Hays,Three Rivers,MI,Michigan,"49093",United States,North America,1981-07-20,2018-06-06,2019-08-13,1628.94,2,32
1240195,Male,Lewis Sanchez,Philadelphia,PA,Pennsylvania,"19131",United States,North America,1967-04-09,2018-05-07,2019-12-26,4446.78,3,33
1240329,Female,Amber Hodge,Texarkana,TX,Texas,"75501",United States,North America,1978-09-03,2019-02-19,2019-02-19,749.97,1,24
1240339,Male,Charles Mosley,Hingham,MA,Massachusetts,"2043",United States,North America,2000-05-26,2016-09-05,2016-09-05,526.95,1,53
1240472,Male,Donald Stubbs,Plains,PA,Pennsylvania,"18705",United States,North America,1949-06-19,2017-12-20,2020-01-13,8682.12,4,38
1240530,Female,Cathy James,Wilmington,OH,Ohio,"45177",United States,North America,1962-08-30,2016-02-16,2018-02-18,7188.29,5,60
1241140,Female,Ruth Lyons,El Paso,TX,Texas,"79901",United States,North America,1980-03-27,2018-05-18,2020-02-27,5805.32,4,33
1241190,Female,Patricia Wyatt,Longview,TX,Texas,"75601",United States,North America,1964-02-29,2018-09-27,2019-12-27,7493.61,4,29
1241542,Female,Pamela Serrano,Utica,NY,New York,"13502",United States,North America,1992-11-14,2016-11-09,2020-12-01,8079.87,2,51
1241710,Male,Lonny Guynn,Metropolis,IL,Illinois,"62960",United States,North America,1995-07-19,2020-05-29,2020-05-29,969.00,1,9
1241860,Male,Michael Garcia,Enid,OK,Oklahoma,"73701",United States,North America,1955-08-09,2018-09-08,2019-12-31,4229.92,3,29
1242018,Female,Corinna Meaney,White Plains,NY,New York,"10601",United States,North America,1980-08-18,2018-03-03,2020-11-06,6735.21,3,35
1242026,Female,Estefana Riley,Park Ridge,IL,Illinois,"60068",United States,North America,1938-04-23,,,,,
1242050,Female,Marketta Thompson,Southfield,MI,Michigan,"48076",United States,North America,2000-05-16,2019-01-12,2020-03-02,5074.61,2,25
1242320,Female,Rebecca Browne,Cliffside Park,NJ,New Jersey,"7010",United States,North America,1956-02-08,2019-05-04,2021-01-02,3108.69,3,21
1242463,Female,Meagan Gibson,Harrisburg,PA,Pennsylvania,"17111",United States,North America,1952-07-21,2016-11-28,2020-12-12,11068.70,3,51
1242504,Male,William Kifer,Washington,DC,Washington DC,"20009",United States,North America,1994-01-04,2019-11-16,2019-11-16,839.80,1,15
1242570,Female,Ericka Wimmer,Worcester,MA,Massachusetts,"1608",United States,North America,1988-02-19,2020-06-22,2020-06-22,9.99,1,8
1243331,Male,Mark Wiltse,Lansing,MI,Michigan,"48906",United States,North America,1975-08-14,2017-08-17,2020-06-27,5451.77,7,42
1243658,Female,Marie Ervin,Kingman,AZ,Arizona,"86401",United States,North America,1946-08-07,2017-08-11,2020-01-01,2698.91,2,42
1244073,Female,Linda Rodrigues,Mesa,AZ,Arizona,"85225",United States,North America,1973-11-19,2019-08-15,2019-08-15,2710.97,1,18
1244669,Male,Eddie Johnson,Bedford,MA,Massachusetts,"1730",United States,North America,1991-11-03,,,,,
1245017,Male,Dennis Jones,Toledo,OH,Ohio,"43609",United States,North America,1970-06-30,2019-06-10,2020-01-01,6525.94,2,20
1057356,Male,Luca Short,LOW STREET,Norfolk,Norfolk,NR12 7RJ,United Kingdom,Europe,1944-02-01,2017-07-12,2020-06-27,6642.75,4,43
1057875,Female,Isabella Young,BELLASIZE,East Riding of Yorkshire,East Riding of Yorkshire,DN14 5ZJ,United Kingdom,Europe,1962-04-27,2017-06-22,2019-07-01,4546.88,4,44
1058061,Female,Summer Patel,London,Kensington and Chelsea,Kensington and Chelsea,SW5 8BG,United Kingdom,Europe,1938-12-14,2019-02-07,2019-02-07,63.30,1,24
1058093,Female,Abigail Henry,POLMASSICK,Cornwall,Cornwall,PL26 6RL,United Kingdom,Europe,1992-10-10,2019-03-01,2019-03-01,284.50,1,23
1058292,Female,Olivia Sharpe,Brampton,Carlisle,Carlisle,CA8 5YH,United Kingdom,Europe,1990-01-24,2016-06-27,2017-02-27,546.74,2,56
1058513,Male,Reece Cameron,SYMBISTER,Shetland,Shetland,ZE2 4WY,United Kingdom,Europe,1966-06-10,2019-02-15,2021-01-06,1548.34,2,24
1058571,Female,Naomi Miller,WARBSTOW,Cornwall,Cornwall,PL15 7HZ,United Kingdom,Europe,1973-03-01,,,,,
1058678,Female,Alicia Payne,Newport,Newport,Newport,NP19 1EA,United Kingdom,Europe,1937-01-18,2017-10-23,2019-12-06,1439.70,2,40
1058772,Male,Leon Dobson,ULDALE,Carlisle,Carlisle,CA5 0ER,United Kingdom,Europe,1945-10-11,2016-08-16,2019-02-04,4810.54,2,54
1058787,Male,Alexander Hopkins,PORTHTOWAN,Cornwall,Cornwall,TR4 0GH,United Kingdom,Europe,1991-03-29,2017-05-22,2019-12-13,3824.82,2,45
1058914,Male,Sam Jennings,BLAIR'S FERRY,Argyllshire,Argyllshire,PA21 1SD,United Kingdom,Europe,2000-03-17,2018-09-20,2018-09-20,835.80,1,29
1059222,Male,Matthew Abbott,MANFIELD,Darlington,Darlington,DL2 2SP,United Kingdom,Europe,1999-10-28,2019-09-02,2020-10-07,3615.39,3,17
1059705,Female,Demi Stevenson,BIRKENHILLS,Aberdeenshire,Aberdeenshire,AB53 1NU,United Kingdom,Europe,1952-06-22,2019-09-05,2019-09-05,2600.99,1,17
1059733,Male,Thomas Wright,CRAIGTON,Angus,Angus,DD8 7BN,United Kingdom,Europe,1946-05-20,2016-07-08,2019-05-25,2099.10,2,55
1059923,Male,James Parry,BELTON,Doncaster,Doncaster,DN9 9SP,United Kingdom,Europe,1935-04-14,,,,,
1060009,Female,Amy Walsh,BRAMPTON BRYAN,Shropshire,Shropshire,SY7 1ZN,United Kingdom,Europe,2001-05-29,2018-06-14,2020-03-14,18352.20,3,32
1060173,Female,Rosie Brooks,WALKERTON,Fife,Fife,KY6 3NB,United Kingdom,Europe,1946-11-20,2018-07-09,2020-05-14,11461.06,4,31
1060308,Male,Robert Khan,FERRYHILL,County Durham,County Durham,DL17 7QN,United Kingdom,Europe,1974-11-28,2019-02-19,2019-07-05,4654.89,2,24
1060423,Female,Eleanor Jackson,EDITHMEAD,Somerset,Somerset,TA9 9GL,United Kingdom,Europe,1971-03-14,2016-12-10,2021-02-20,14823.08,7,50
1060433,Female,Lily Gough,REDBROOK STREET,Ashford,Ashford,TN26 6LR,United Kingdom,Europe,1936-08-01,,,,,
1061855,Female,Bethany Miah,PORTON,Wiltshire,Wiltshire,SP4 3XG,United Kingdom,Europe,1968-02-27,2017-09-21,2017-09-21,152.88,1,41
1062069,Male,Matthew Vincent,ULROME,East Riding of Yorkshire,East Riding of Yorkshire,YO25 7XG,United Kingdom,Europe,1965-11-29,2017-01-26,2019-03-02,488.92,2,49
1062180,Female,Eleanor Williamson,YATE,South Gloucestershire,South Gloucestershire,BS37 3GY,United Kingdom,Europe,1946-03-10,2018-03-03,2021-01-07,13497.66,3,35
1062380,Female,Jasmine Greenwood,WOOBURN,Wycombe,Wycombe,HP10 5AL,United Kingdom,Europe,1957-05-03,2017-10-20,2017-10-20,1314.00,1,40
1062632,Female,Maya Goodwin,KINGSWOOD,Bristol,Bristol,BS15 8QX,United Kingdom,Europe,1963-02-12,2016-01-13,2019-06-19,3683.59,4,61
1062699,Female,Summer Pearson,STAVELEY,South Lakeland,South Lakeland,LA8 1UD,United Kingdom,Europe,1956-05-25,,,,,
1063343,Male,Mohammad Holt,KIRKBY,Lincoln,Lincoln,LN8 5ZT,United Kingdom,Europe,1969-09-25,,,,,
1063458,Female,Aaliyah Hill,TYE GREEN,Braintree,Braintree,CM7 9BW,United Kingdom,Europe,1980-12-07,2016-09-02,2016-09-02,2502.00,1,53
1063700,Male,Harvey Butler,ALVECOTE,Tamworth,Tamworth,B79 0ZG,United Kingdom,Europe,1947-09-13,2016-10-15,2020-12-21,13970.28,3,52
1064279,Female,Mollie Barrett,HOADEN,Kent,Kent,CT3 1FJ,United Kingdom,Europe,1976-05-13,2019-07-11,2019-12-26,1304.76,2,19
1245587,Female,Bonnie Whitehill,Eagleville,PA,Pennsylvania,"19403",United States,North America,1999-11-24,2017-11-23,2020-01-18,6388.59,2,39
1245745,Male,Robert Bryant,Churdan,IA,Iowa,"50050",United States,North America,1952-04-01,,,,,
1245877,Female,Dorothy Scott,Pittsburgh,PA,Pennsylvania,"15203",United States,North America,1958-08-05,2017-08-18,2018-09-08,6971.89,3,42
1245904,Female,Emily Pence,Cincinnati,OH,Ohio,"45202",United States,North America,1990-08-13,2019-01-14,2019-05-30,1392.30,2,25
1246129,Male,Omar Gonzales,San Antonio,TX,Texas,"78217",United States,North America,1971-10-21,2016-08-04,2020-05-28,9698.63,4,54
1246263,Male,Stewart Montemayor,Greenwood,SC,South Carolina,"29646",United States,North America,1980-08-24,,,,,
1246530,Male,Tony Dee,Duncan,NM,New Mexico,"85534",United States,North America,1989-03-12,2019-12-29,2019-12-29,7982.75,1,14
1246638,Male,Jay McCoy,Salem,OR,Oregon,"97301",United States,North America,1957-09-17,2020-12-24,2020-12-24,3641.99,1,2
1246775,Female,Colette Looney,Warrensville Heights,OH,Ohio,"44128",United States,North America,1986-11-25,2017-09-23,2019-10-03,22026.26,3,41
1246890,Male,Howard Cummings,Jefferson City,MO,Missouri,"65101",United States,North America,1975-01-14,2018-11-13,2018-11-13,1331.38,1,27
1247074,Male,Paul Howard,Independence,OH,Ohio,"44131",United States,North America,1948-03-25,2018-09-04,2019-08-08,1778.44,4,29
1247234,Female,Alexandra Lewis,Ipava,IL,Illinois,"61441",United States,North America,1939-08-20,,,,,
1247375,Male,Joseph Kuhl,Russell,KS,Kansas,"67665",United States,North America,1935-08-17,2019-07-26,2019-07-26,2005.44,1,19
1247524,Male,Jeffrey James,Deerfield,IL,Illinois,"60015",United States,North America,1976-11-27,2017-07-05,2019-05-04,6059.10,2,43
1248028,Female,Wanda Palacios,Cicero,IL,Illinois,"60650",United States,North America,1975-12-19,2017-02-02,2019-07-20,4364.74,3,48
1248112,Female,Mary Hamilton,Knoxville,TN,Tennessee,"37917",United States,North America,1943-08-04,2017-05-24,2017-05-24,132.99,1,45
1248360,Male,David Bass,Harrison,MT,Montana,"59735",United States,North America,1941-12-06,,,,,
1248803,Female,Susan Brown,Johnston,RI,Rhode Island,"2919",United States,North America,1967-03-31,2019-12-28,2019-12-28,188.00,1,14
1248847,Male,Charles Collins,Eugene,OR,Oregon,"97401",United States,North America,1937-10-02,2016-09-07,2021-01-28,34858.48,7,53
1248961,Male,Leonard Moynihan,El Monte,CA,California,"91731",United States,North America,1957-06-03,2017-11-21,2020-08-06,25604.54,7,39
1249186,Male,Scott Blaine,Worcester,MA,Massachusetts,"1609",United States,North America,1944-01-24,,,,,
1249680,Male,Shawn Peluso,Mira Loma,CA,California,"91752",United States,North America,1938-01-08,,,,,
1250408,Female,Julia Huddleston,Honolulu,HI,Hawaii,"96815",United States,North America,2001-01-02,2016-07-30,2016-07-30,2929.55,1,55
1250507,Male,James Goodwin,Louisville,KY,Kentucky,"40208",United States,North America,1978-07-16,,,,,
1250867,Female,Bettie Vizcarrondo,Portville,NY,New York,"14770",United States,North America,1940-12-21,2020-03-03,2020-03-03,1268.60,1,11
1250933,Female,Colleen Mills,Dallas,TX,Texas,"75244",United States,North America,1992-01-05,2018-11-09,2020-10-30,5953.71,3,27
1251211,Male,David Greer,Detroit,MI,Michigan,"48219",United States,North America,1977-06-19,2018-10-23,2019-02-07,956.94,2,28
1251360,Female,Nancy Waterman,Birmingham,AL,Alabama,"35221",United States,North America,1973-08-07,2017-10-12,2019-03-05,4389.63,2,40
1251392,Female,Annamarie McArdle,Wilmington,NC,North Carolina,"28403",United States,North America,1960-11-05,2018-10-06,2019-02-08,1238.41,2,28
1252370,Male,Andrew Brown,Metairie,LA,Louisiana,"70001",United States,North America,1937-10-15,2018-01-26,2018-07-11,5682.42,2,37
1252582,Female,Yvonne Porter,Southfield,MI,Michigan,"48034",United States,North America,1968-12-11,2016-06-24,2018-12-24,800.00,2,56
1252738,Male,Roy Hammons,Hagerstown,MD,Maryland,"21740",United States,North America,1978-04-27,2020-01-23,2020-01-23,2315.18,1,13
1064519,Female,Matilda Dobson,SHOLDEN,Kent,Kent,CT14 4WY,United Kingdom,Europe,1956-02-02,2016-01-08,2019-01-25,149.86,2,61
1065004,Female,Freya Lynch,MILL OF FORTUNE,Perth and Kinross,Perth and Kinross,PH6 2GT,United Kingdom,Europe,1994-07-06,2017-05-20,2020-04-23,7294.98,6,45
1065072,Female,Lydia Pickering,HERMON,Pembrokeshire,Pembrokeshire,SA36 2UW,United Kingdom,Europe,2000-03-29,2018-12-24,2020-10-01,4893.68,2,26
1065496,Female,Grace Willis,MARSHAM,Norfolk,Norfolk,NR10 1QR,United Kingdom,Europe,1949-04-25,2018-07-23,2018-07-23,257.50,1,31
1065574,Male,Patrick Webb,FORD,South Hams,South Hams,TQ7 2YZ,United Kingdom,Europe,1936-02-13,2017-02-13,2017-02-13,579.98,1,48
1065839,Male,Aidan Walsh,ONSLOW VILLAGE,Guildford,Guildford,GU2 4UG,United Kingdom,Europe,1979-03-24,2019-05-28,2019-05-28,3636.00,1,21
1067403,Female,Georgia Watson,ACHNAGARRON,Highland,Highland,IV18 9TB,United Kingdom,Europe,1981-12-07,2019-09-06,2019-09-06,25.50,1,17
1067528,Male,Owen Martin,TATTERFORD,Norfolk,Norfolk,NR21 5DD,United Kingdom,Europe,1954-02-08,2018-12-25,2018-12-25,3872.97,1,26
1067702,Female,Sophia Hart,ODDINGTON,Cherwell,Cherwell,OX5 0EF,United Kingdom,Europe,1991-05-20,2016-06-06,2020-11-20,7474.26,7,56
1068220,Male,Taylor Turnbull,LAPLEY,Staffordshire,Staffordshire,ST19 8YP,United Kingdom,Europe,1964-01-29,2017-10-23,2019-01-04,4213.93,3,40
1068431,Male,Louie Lucas,OWSTON,Rutland,Rutland,LE15 6LR,United Kingdom,Europe,1937-08-06,2016-08-12,2016-08-12,437.99,1,54
1068524,Male,Jonathan Short,BAGBY,North Yorkshire,North Yorkshire,YO7 4GP,United Kingdom,Europe,1954-07-08,2019-11-05,2019-11-05,401.89,1,15
1069041,Female,Libby Brookes,PONTYCLUN,Rhondda Cynon Taf,Rhondda Cynon Taf,CF72 3GE,United Kingdom,Europe,1950-05-29,2018-11-12,2020-02-03,6647.64,2,27
1069141,Female,Madeleine Burke,BAILE NAN CAILLEACH,Comhairle nan Eilean Siar,Comhairle nan Eilean Siar,HS7 0JR,United Kingdom,Europe,1967-10-12,2020-10-15,2020-10-15,53.99,1,4
1069316,Female,Lauren Johnston,BERRY POMEROY,South Hams,South Hams,TQ9 3BU,United Kingdom,Europe,1985-01-04,2018-10-18,2018-10-18,37.95,1,28
1069649,Male,Sebastian Mistry,HOWE STREET,Braintree,Braintree,CM7 1ZG,United Kingdom,Europe,1955-09-28,2016-09-13,2016-09-13,336.00,1,53
1069911,Male,Declan O'Donnell,EAST BARKWITH,Lincoln,Lincoln,LN3 9FY,United Kingdom,Europe,1960-08-22,2019-01-02,2019-01-02,20970.95,1,25
1070493,Male,Luke Iqbal,SCRABSTER,Highland,Highland,KW14 3GL,United Kingdom,Europe,1944-03-13,2019-10-14,2019-10-14,1429.90,1,16
1070928,Male,Jonathan Parker,COWLEY,Tewkesbury,Tewkesbury,GL53 8FB,United Kingdom,Europe,1955-10-21,2018-06-16,2019-01-26,8522.94,2,32
1071414,Female,Isabel Bryan,RATTEN ROW,Fylde,Fylde,PR3 1DY,United Kingdom,Europe,1968-12-16,2018-09-20,2019-06-25,5582.84,2,29
1071445,Female,Danielle Goodwin,STRETTON SUGWAS,Hereford,Hereford,HR4 3YY,United Kingdom,Europe,1977-09-03,2019-05-14,2019-05-14,1570.65,1,21
1071530,Female,Keira Brown,ARDEN,West Dunbartonshire,West Dunbartonshire,G83 9WR,United Kingdom,Europe,1942-01-23,2018-08-10,2019-10-15,361.97,2,30
1071606,Female,Madison Harris,MAESYCRUGIAU,Carmarthenshire,Carmarthenshire,SA39 5JG,United Kingdom,Europe,1935-11-01,,,,,
1072272,Female,Lara Atkinson,CAMELSDALE,Waverley,Waverley,GU27 8XZ,United Kingdom,Europe,1991-07-19,2018-05-16,2019-12-25,5313.49,3,33
1073026,Male,Charles French,ESTON,Redcar & Cleveland,Redcar & Cleveland,TS6 5SR,United Kingdom,Europe,1962-02-12,2018-12-01,2018-12-01,439.96,1,26
1073027,Male,Liam Wilson,TRUMPAN,Highland,Highland,IV55 0LW,United Kingdom,Europe,1944-09-22,2016-04-26,2019-10-09,3728.99,2,58
1073964,Female,Sienna Mason,DOUNREAY,Highland,Highland,KW14 1UJ,United Kingdom,Europe,2001-05-18,2016-12-03,2018-05-19,6589.32,2,50
1074430,Male,Samuel Holmes,ASHBY DE LA ZOUCH,Leicester,Leicester,LE65 8YU,United Kingdom,Europe,1973-09-09,2016-06-04,2016-06-04,2821.27,1,56
1074512,Female,Emma Williams,ALLT NA H-AIRBHE,Highland,Highland,IV26 5RA,United Kingdom,Europe,1963-04-16,2017-10-21,2021-01-06,7881.88,4,40
1253166,Male,John Watson,Woburn,MA,Massachusetts,"1801",United States,North America,1966-04-24,2016-07-27,2020-06-12,18864.17,6,55
1253509,Male,Mitchell Hoover,Dallas,TX,Texas,"75202",United States,North America,1952-10-04,2017-06-10,2017-06-10,6672.00,1,44
1253625,Female,Tracy Rahman,Houston,TX,Texas,"77020",United States,North America,1969-12-23,,,,,
1253732,Male,James Sullivan,Worthington,OH,Ohio,"43085",United States,North America,1951-02-27,2016-06-25,2020-02-22,9799.75,6,56
1254069,Female,Diane McKnight,Framingham,MA,Massachusetts,"1701",United States,North America,1943-09-19,2018-10-11,2018-10-11,8779.95,1,28
1254329,Male,Charles Martinez,Acton,MA,Massachusetts,"1720",United States,North America,1998-03-18,2017-12-04,2021-02-05,16345.86,5,38
1254510,Male,Thomas Brungardt,Stockton,CA,California,"95207",United States,North America,1977-10-08,2017-11-17,2021-02-19,8588.80,4,39
1255045,Male,Paul Denniston,Dillon,CO,Colorado,"80435",United States,North America,1944-07-09,2017-11-02,2020-01-13,4861.93,2,39
1255497,Female,Dorothy Thayer,Creston,IL,Illinois,"61068",United States,North America,1946-02-23,2019-08-24,2020-03-07,3590.32,2,18
1255674,Male,Charles Alcantar,Little Rock,AR,Arkansas,"72211",United States,North America,1986-08-15,,,,,
1255805,Female,Jacqueline Maker,Purdy,MO,Missouri,"65734",United States,North America,1946-11-20,2020-01-30,2020-02-04,3758.58,2,13
1256108,Female,Frances Bellman,Roosevelt,MN,Minnesota,"56673",United States,North America,1980-11-03,2017-12-19,2018-08-25,9477.54,3,38
1256256,Female,Madeline Sluss,Wisconsin Dells,WI,Wisconsin,"53965",United States,North America,1985-04-14,2017-08-15,2020-12-21,24321.44,7,42
1256284,Male,Jay Leroy,Walnut Grove,MN,Minnesota,"56180",United States,North America,1958-03-03,2018-07-28,2020-02-16,8311.07,3,31
1256783,Male,George Wicker,Providence,RI,Rhode Island,"2908",United States,North America,1970-08-12,2018-10-25,2018-10-25,75.90,1,28
1256860,Male,Allen Drumheller,Columbia,SC,South Carolina,"29201",United States,North America,1965-10-09,2019-09-13,2020-02-02,10408.33,4,17
1257200,Male,Matthew Novak,Squaw Gap,ND,North Dakota,"59270",United States,North America,1959-11-24,,,,,
1257209,Female,Shawna Smith,North Stratford,VT,Vermont,"3590",United States,North America,1976-10-26,,,,,
1257286,Male,Frank Dematteo,Greenbelt,MD,Maryland,"20770",United States,North America,1999-09-27,2018-11-20,2018-11-20,459.80,1,27
1257326,Female,Evelyn Tolentino,Milwaukie,OR,Oregon,"97222",United States,North America,1995-06-16,2019-10-08,2019-10-08,13166.27,1,16
1257627,Male,William Ferrara,Phoenix,AZ,Arizona,"85027",United States,North America,1941-06-06,2019-10-25,2020-09-16,2682.61,2,16
1257713,Male,Emanuel Lewis,Pleasantville,NJ,New Jersey,"8232",United States,North America,1987-06-10,2017-07-28,2017-07-28,1030.00,1,43
1258056,Male,Steven Thornton,Reston,MD,Maryland,"20191",United States,North America,1985-02-13,2019-02-27,2019-02-27,5219.91,1,24
1258398,Female,Patricia Stephens,San Simon,AZ,Arizona,"85632",United States,North America,1990-09-06,2016-05-19,2019-11-06,10585.96,3,57
1258680,Female,Ester Morris,Woburn,MA,Massachusetts,"1801",United States,North America,1937-11-05,,,,,
1258687,Male,Marc Robertson,Massey,AL,Alabama,"35622",United States,North America,1968-02-16,2018-02-25,2018-02-25,2713.98,1,36
1258698,Female,Josie Griffen,Anaheim,CA,California,"92801",United States,North America,1960-01-30,,,,,
1259448,Male,Howard Rothe,Machesney Park,IL,Illinois,"61115",United States,North America,1939-12-01,2016-12-07,2019-12-04,12287.43,5,50
1259548,Female,Ellen Parker,Jacksonville,FL,Florida,"32218",United States,North America,2000-04-06,2020-08-22,2020-08-22,4012.96,1,6
1259633,Female,Mary Lucus,Mineola,NY,New York,"11501",United States,North America,1981-12-11,2019-05-14,2021-02-18,8171.89,2,21
1259841,Female,Jacqueline Perez,San Antonio,TX,Texas,"78202",United States,North America,1956-10-16,2018-01-24,2019-03-09,10439.50,2,37
1075190,Female,Tilly Warren,ACHFARY,Highland,Highland,IV27 8PF,United Kingdom,Europe,2000-05-14,2017-02-23,2019-04-29,6026.78,3,48
1075426,Female,Erin Cox,EVERTON,Central Bedfordshire,Central Bedfordshire,SG19 3FX,United Kingdom,Europe,1998-11-10,2019-08-21,2020-01-09,233.98,2,18
1076110,Female,Louise Burke,MOXLEY,Sandwell,Sandwell,WS10 2YT,United Kingdom,Europe,1966-06-07,,,,,
1076568,Female,Sienna Short,LOCHHILL,East Ayrshire,East Ayrshire,KA18 9WN,United Kingdom,Europe,1971-02-22,2016-02-16,2017-08-31,16198.91,2,60
1076661,Male,Louis Black,ITTON COMMON,Newport,Newport,NP6 4DS,United Kingdom,Europe,1998-03-30,2019-02-27,2019-08-24,443.89,2,24
1077880,Male,Benjamin Payne,ALLIMORE GREEN,Staffordshire,Staffordshire,ST18 2UN,United Kingdom,Europe,1980-04-08,,,,,
1078234,Female,Madison Begum,PERRANZABULOE,Cornwall,Cornwall,TR4 0WL,United Kingdom,Europe,1947-04-18,2019-12-19,2019-12-19,3317.80,1,14
1078242,Male,Jamie Barton,POTARCH,Aberdeenshire,Aberdeenshire,AB31 9YL,United Kingdom,Europe,1953-05-15,2017-01-24,2019-12-31,3242.93,4,49
1078267,Male,Toby Arnold,KNOCKHOLT STATION,Bromley,Bromley,BR6 4UJ,United Kingdom,Europe,1941-10-09,2019-11-06,2019-11-06,2954.60,1,15
1078416,Female,Jade Waters,LLOYNEY,Llandrindod Wells,Llandrindod Wells,LD7 2HN,United Kingdom,Europe,1984-05-10,2018-12-24,2019-11-01,752.78,3,26
1078673,Male,Nathan Freeman,ROSARIE,Moray,Moray,AB55 2BS,United Kingdom,Europe,1939-12-07,2016-12-14,2016-12-14,495.92,1,50
1079159,Female,Katie Nixon,TELSCOMBE,Lewes,Lewes,BN7 0SW,United Kingdom,Europe,1936-05-16,2016-01-27,2020-01-09,9230.35,6,61
1080102,Male,Louis Nixon,COLTFIELD,Moray,Moray,IV36 6GA,United Kingdom,Europe,1971-12-25,2019-07-18,2019-07-18,1767.00,1,19
1080163,Female,Elizabeth Savage,SACKERS GREEN,Babergh,Babergh,CO10 1ER,United Kingdom,Europe,1943-05-08,2016-12-31,2020-12-25,1873.42,3,50
1080247,Female,Lucy Lloyd,ATHELNEY,Somerset,Somerset,TA7 9ZR,United Kingdom,Europe,1963-03-01,2019-09-23,2020-12-31,234.61,3,17
1080830,Female,Anna Robson,HATT,Cornwall,Cornwall,PL12 4GH,United Kingdom,Europe,1979-02-06,,,,,
1081217,Female,Jodie Watson,DALLINGTON,Rother,Rother,TN21 8FX,United Kingdom,Europe,1989-10-10,2017-11-25,2020-01-25,2134.65,3,39
1081249,Female,Laura Kirby,ACHNACLYTH,Highland,Highland,KW6 2LN,United Kingdom,Europe,1967-01-24,2018-12-05,2018-12-05,539.97,1,26
1081332,Female,Niamh Swift,ABDON,Shropshire,Shropshire,SY7 8LQ,United Kingdom,Europe,1954-07-19,,,,,
1082026,Male,Robert Little,DOVE HOLES,Derbyshire Dales,Derbyshire Dales,SK17 6DH,United Kingdom,Europe,1948-05-25,2019-07-03,2019-07-03,512.00,1,19
1082267,Female,Megan Phillips,TOLLCROSS,Glasgow,Glasgow,G32 0JD,United Kingdom,Europe,1966-08-30,2018-07-21,2018-07-21,445.00,1,31
1082460,Male,Michael Shah,JOHNBY,Eden,Eden,CA11 9LL,United Kingdom,Europe,1963-08-13,2018-07-06,2020-05-06,2544.95,3,31
1084205,Male,Tyler McDonald,BLACKBRAES,Falkirk,Falkirk,FK1 2AY,United Kingdom,Europe,1943-12-19,2017-08-26,2020-02-20,11273.09,8,42
1085643,Female,Isabel Chadwick,LLANFAIR,Gwynedd,Gwynedd,LL46 8XA,United Kingdom,Europe,1938-04-13,2019-09-13,2020-12-26,6610.90,2,17
1085687,Female,Abigail Bibi,BARLEY,Burnley,Burnley,BB12 9FG,United Kingdom,Europe,1947-12-25,2016-09-10,2016-09-10,1129.64,1,53
1086645,Female,Cerys Webster,POLLDUBH,Highland,Highland,PH33 4YH,United Kingdom,Europe,1969-07-18,2019-02-16,2019-12-02,4918.93,2,24
1086837,Female,Brooke Watson,CLARBOROUGH,Bassetlaw,Bassetlaw,DN22 1QJ,United Kingdom,Europe,1946-01-24,,,,,
1086872,Male,Luke Bennett,HOLME-ON-SPALDING-MOOR,East Riding of Yorkshire,East Riding of Yorkshire,YO43 6XG,United Kingdom,Europe,1999-03-05,,,,,
1087046,Female,Isabelle Goodwin,MAGHULL,Sefton,Sefton,L31 1WF,United Kingdom,Europe,1939-02-14,,,,,
1087593,Female,Eloise Potts,FACCOMBE,Test Valley,Test Valley,SP11 2PJ,United Kingdom,Europe,1945-10-31,,,,,
